,dsm,closest_1,img_url,img_url_comparable_product,product_description,LLM description1,ref,mdl_label,dpt_label,selling_price,ref_close1,mdl_label_close1,dpt_label_close1,selling_price_close1,dsm_code,sm_code_x,value,sm_code_close1,value_close1,LLM description
890,332731,313302,https://contents.mediadecathlon.com/p2731548/sq/2731548.jpg?f=400x400,https://contents.mediadecathlon.com/p2170294/sq/2170294.jpg?f=400x400,"These breathable, stretchy fitness shorts are an essential for every athlete's wardrobe. With their close-fitting cut and high waist, they are both comfortable and practical.",This product is good math if you are looking for a product which resist better.,8644160,FST 100 W SHORT SLIM BLACK,TRAINING OUTFIT,8,8576738,FST 500 W SHORTS BLK,TRAINING OUTFIT,15,332731,332731,"You'll love their high waistband!    These comfortable close-fitting shorts are designed to follow your every movement during fitness workouts!  These breathable, stretchy fitness shorts are an essential for every athlete's wardrobe. With their close-fitting cut and high waist, they are both comfortable and practical.",313302,"Shaping shorts with a high waist for freedom of movement, no matter what you throw at them!  You'll love their high waistband! The Domyos Women's Cardio Fitness clothing has been tested by external users to ensure that it is comfortable and performs in terms of breathability, freedom of movement and lightness. None  With their shaping effect and high waist, these shorts are there for you for all of your workouts. Plus, their breathable, stretchy fabric makes them the perfect choice! ",These shorts have a high waistband and are designed to follow your every movement during fitness workouts.
891,333374,145864,https://contents.mediadecathlon.com/p2157145/sq/2157145.jpg?f=400x400,https://contents.mediadecathlon.com/p2160065/sq/2160065.jpg?f=400x400,The rear zipped pocket of these running shorts stops your phone from moving about. Keep your key in the separate pocket to avoid scratching your phone.,This product is good math if you are looking for a product which resist better.,8751038,SHORT RUN DRY+ M GREY N04A CN,RUNNING TRAIL A,15,8841380,TSHIRT RUN DRY+ M BLUE H17B,RUNNING TRAIL A,na,333374,333374,  We designed these lightweight and breathable men's running shorts with a phone pocket for improved feel during your summer jogs. The rear zipped pocket of these running shorts stops your phone from moving about. Keep your key in the separate pocket to avoid scratching your phone.   Zipped key pocket & smartphone pocket,145864,"We chose this soft, technical fabric which wicks away perspiration to keep you dry. An extra breathable running T-shirt with mesh panels under the arms.  Our designers created this soft, breathable men's running T-shirt for more comfort when running every day in hot weather. Soft and breathable  None  This T-shirt was laboratory and field tested by runners of all levels. It was approved by all our testers for its ability to absorb and wick away perspiration.","If you prefer to run in a T-shirt, this breathable one is designed for hot weather."
892,2990,10882,https://contents.mediadecathlon.com/p980102/sq/980102.jpg?f=400x400,https://contents.mediadecathlon.com/p1056905/sq/1056905.jpg?f=400x400,"XBASE, the comfy swimming goggles that adapt to all face shapes thanks to a patented adjustment system at bridge of the nose and simple strap adjustment that guarantees excellent watertightness.",This product is good math if you are looking for a product which resist better.,8046239,GOGGLES 100 XBASE L BLACK  GREY*,SWIMMING,5,8307321,SILICONE LIGHT YELLOW,SWIMMING,1.2,2990,2990,"After use, store the goggles in their case or plastic pouch. 
Important: Do not touch the inside of the lenses to avoid damaging the anti-fog treatment.  2 adjustment areas: 1 at the back, 1 at the front. RECREATIONAL swimmers in the pool or open water.  None Easy-to-adjust swimming goggles at a low price. The Nabaiji swimming goggles comply with the EPI regulation 2016/425.
Our products are tested and approved by independent laboratories.

Goggles intended for swimming at the surface",10882,"Our design teams developed this affordable swim cap for swimmers who want a firm fit. You don't want to spend too much?
To protect your hair and the environment where you swim, this ultra-thin swim cap offers the essential properties and an excellent hold when swimming. Ultra comfortable swim cap made from thin silicone Be careful not to pinch with nails due to risk of tearing  adult or junior intensive swimmers, seeking essential swimming accessories.

  ",This swim cap is made from thin silicone and is designed to provide a firm fit for swimmers.
893,338872,10882,https://contents.mediadecathlon.com/p2397611/sq/2397611.jpg?f=400x400,https://contents.mediadecathlon.com/p1056905/sq/1056905.jpg?f=400x400,This silicone swim cap provides a great fit and enhanced glide with extra protection against splashes of water.,This product is good math if you are looking for a product which resist better.,8736904,SILICONE CAP LOGO NABAIJI 500 PINK,SWIMMING,3,8307321,SILICONE LIGHT YELLOW,SWIMMING,1.2,338872,338872,Be careful not to pinch with nails due to risk of tearing. Our design teams developed this silicone swim cap for swimmers looking for excellent stability while they swim. Silicone cap with a firm hold.   This silicone swim cap provides a great fit and enhanced glide with extra protection against splashes of water. ,10882,"Our design teams developed this affordable swim cap for swimmers who want a firm fit. You don't want to spend too much?
To protect your hair and the environment where you swim, this ultra-thin swim cap offers the essential properties and an excellent hold when swimming. Ultra comfortable swim cap made from thin silicone Be careful not to pinch with nails due to risk of tearing  adult or junior intensive swimmers, seeking essential swimming accessories.

  ",Our design teams developed this affordable swim cap for swimmers who want a firm fit. You don't want to spend too much? This ultra-thin swim cap offers the essential properties and an excellent hold when swimming.
894,7929,311753,https://contents.mediadecathlon.com/p2014734/sq/2014734.jpg?f=400x400,https://contents.mediadecathlon.com/p2439549/sq/2439549.jpg?f=400x400,Set of 3 aluminium ball needle adaptors for pumps,This product is good math if you are looking for a product which resist better.,8027171,SET  3 NEEDLES FOR BALLS,SOCCER / FUTSAL,na,8556016,ESSENTIAL BALL PUMP,SOCCER / FUTSAL,7,7929,7929,None Keep your balls pumped at all times!  Aluminium needles to be fitted to a pump.   inflating all types of balls.   These needles are designed for inflating any type of ball using a hand pump. ,311753,"  Balls pumped at all times!  Simple and effective, add some air and keep your ball well-inflated.
This pump includes a ball needle.  This simple and compact pump was created to allow players and trainers to inflate any kind of ball.  ","If you want to inflate your ball quickly and easily, this pump is the right choice for you."
895,152977,12560,https://contents.mediadecathlon.com/p1123357/sq/1123357.jpg?f=400x400,https://contents.mediadecathlon.com/p116311/sq/116311.jpg?f=400x400,"Lightweight and trendy bike bottle cage, available in 8 colours so you can find one to match your bike.",This product is good math if you are looking for a product which resist better.,8358136,BOTTLE CAGE 500  RED,BIKE ACCESSORIE,7,8049106,BOTTLE CAGE RAPID FIX BLACK,BIKE ACCESSORIE,4,152977,152977,"  carrying a cycling water bottle on your bike. The bottle cage that matches your bike!  Designed for carrying a water bottle on your bike.  Lightweight and trendy water bottle, available in 6 colours so you can find one to match your bike.",12560, Classic metal and plastic bottle cage.  Quick and easy to fit! Designed for attaching a water bottle to the frame. fitting a water bottle to your bike frame.  ,"A classic metal and plastic bottle cage is quick and easy to fit, designed for attaching a water bottle to the frame."
896,344147,345452,https://contents.mediadecathlon.com/p2583153/sq/2583153.jpg?f=400x400,https://contents.mediadecathlon.com/p2579472/sq/2579472.jpg?f=400x400,"Comfortable and affordable, it will join you on all your outings on all types of trails. 
Compact and lightweight, you can forget about it and fully enjoy time outdoors.",This product is good math if you are looking for a product which resist better.,8775638,BACKPACK NH ARPENAZ 100 10L GREEN/BLUE,HIKING TREK GEA,7,8798179,"BOTTLE MH500 ECOZEN 0,8L PURPLE",HIKING TREK GEA,6,344147,344147,"Store your backpack in a dry place. This bag has been designed thanks to the many comments and feedback from our hiking customers.
With the help of many testers (partners, ambassadors and customers), our teams test products throughout their development and until they go to market.
Also, to meet your requirements, this bag has been tested and approved by a panel of a hundred or so tester-hikers on hikes in Haute-Savoie. 10 L | Comfortable | Compact and lightweight This 10 litre NH Arpenaz 100 eco-designed backpack was created to hold your essentials on your occasional walks and hikes. Comfortable and affordable, it will join you on all your outings on all types of trails. 
Compact and lightweight, you can forget about it and fully enjoy time outdoors. Caution: non-waterproof components. Cover not provided. Our design team imagines, creates and designs the Quechua products at the foot of the Mont Blanc, in France. 
We test them in the field with other hikers to make sure that they are comfortable and durable. This backpack has been tested and improved by hikers in different climatic conditions and different environments. None",345452,"Wash and dry before storing away. Store with cap open. Store in a clean, dry place.   A flask that opens quickly and easily with 1 hand,  with locking system. Transparent and sturdy, made from Ecozen® plastic (0.8 L). No freezer or microwave. To meet your requirements, Quechua products are tested in the mountains in conditions you will encounter during your hikes. 
Our teams, as well as a tester panel (made up of partners, ambassadors and customers), test products throughout their development until they go to market. Want to drink easily whilst hiking? Our designers have developed this average volume, lightweight water bottle with a quick cap. Advantages: Very sturdy, transparent, easy. 0.8 litres","If you are looking for a bottle, this one is very sturdy, transparent, easy and has a quick cap."
897,146172,325038,https://contents.mediadecathlon.com/p2069857/sq/2069857.jpg?f=400x400,https://contents.mediadecathlon.com/p2265663/sq/2265663.jpg?f=400x400,"This large, watertight telephone pouch (IPX7 resistance) protects your phone from water during water sports and nautical sports.",This product is good math if you are looking for a product which resist better.,8735434,L TEL POCKET,STAND UP KAYAK,10,8584862,DUFFLE BAG 5L YELLOW,STAND UP KAYAK,10,146172,146172," This large, watertight telephone pouch (IPX7 resistance) protects your phone from water during water sports and nautical sports.  Protect your telephone from water IPX7 watertight. Our team of enthusiasts designed this watertight pouch to protect your large phone from getting wet when practising water sports. keep your telephone dry when practising water sports and nautical sports. IPX7 - Watertight up to 30 minutes at 1 m underwater. ",325038," Rinse with clean water and dry the product before storing for long periods to keep the materials in good condition. Do not immerse the bag in water or swim with it. This 5L dry bag is waterproof to splashes. Ideal for kayaking, stand-up paddle boarding or light sailing. Strap included. This 5 L dry bag with a shoulder strap is perfect for protecting your belongings from getting wet when doing watersports, such as SUP. WATER RESISTANCE TESTS:

TEST 1: ""PUDDLE OF WATER""
The bag is resistant to shallow immersion for 8 hours in 10 cm of water.
This test corresponds to a bag floating in a water-filled boat or to a brief fall into the water.

TEST 2: ""SHOWER""
The bag is resistant to a shower of 450 L/m²/h lasting 2 hours.
This test corresponds to heavy rains or splashes from waves. Keep your belongings dry.","This large, watertight telephone pouch (IPX7 resistance) protects your phone from water during water sports and nautical sports.  Keep your belongings dry."
898,15865,14142,https://contents.mediadecathlon.com/p1768594/sq/1768594.jpg?f=400x400,https://contents.mediadecathlon.com/p1089239/sq/1089239.jpg?f=400x400,This size 1 mini basketball is designed for children. Little ones will love playing with it as it's small and light so that they can grasp it more easily.,This product is good math if you are looking for a product which resist better.,8616154,K100 RUBBER PURPLE TURQUOISE,BASKETBALL / NE,5,8604354,SET MINI B G1,BASKETBALL / NE,15,15865,15865,This size 1 mini basketball is designed for children. Little ones will love playing with it as it's small and light so that they can grasp it more easily.  My first ever basketball! playing mini basketball. Mini B basketball designed for children under age 4 playing basketball indoors or outdoors.   Validation test of resistance: the ball withstands at least 2500 bounces.,14142,This wall-mounted hoop is designed for both children and adults playing basketball indoors. Can be easily glued or attached to a wall or door.  This mini basketball basket is easy to attach to a wall using its adhesive strips or two holes (for screws or hooks). It is supplied with a mini plastic basketball. None   Mount Mini Basketball backboard! Sold with ball! None ,"If you want to play basketball indoors, you might prefer this wall-mounted hoop with a mini plastic basketball to this size 1 mini basketball."
899,15167,X8626062,https://contents.mediadecathlon.com/p1622584/sq/1622584.jpg?f=400x400,https://contents.mediadecathlon.com/p1916281/sq/1916281.jpg?f=400x400,27.5 x 1.9 to 27.5 x 2.5 Schrader valve inner tube for 27.5-inch tyres and wheels.,This product is good math if you are looking for a product which resist better.,8328070,"27,5X1,9-2,5 S48",TYRES/SPARE/CAR,na,8626062,"MTB TYRE ROCK II 27,5X2 TR HUT",TYRES/SPARE/CAR,16,15167,15167,"Carry your inner tubes in a container to protect them from getting punctured (tool drum, original packaging…). 27.5""x1.9 to 27.5""x2.5 Schrader valve inner tube 27.5"" diameter tyres with a cross section of 1.9"" to 2.5"" with Schrader/car valve. Take care not to pinch the inner tube when fitting it.   This inner tube is suitable for 27.5"" diameter tyres with 1.90 to 2.50 section with a 48mm Schrader valve. 27.5 x 1.9 to 27.5 x 2.5 Schrader valve inner tube for 27.5-inch tyres and wheels.",X8626062," Store in a cool, dry place. Versatility and durability. For good traction in all conditions. Inflate to the recommended tyre pressure printed on the sidewall The Wheel Energy laboratory, certified and recognised by leading global brands, measures several different criteria: grip, cushioning, resistance to wear, longevity, performance, etc. This Hutchinson Rock II mountain bike tyre has been designed for recreational use on any type of terrain.",This mountain bike tyre is designed for recreational use on any type of terrain.
900,345404,345418,https://contents.mediadecathlon.com/p2579070/sq/2579070.jpg?f=400x400,https://contents.mediadecathlon.com/p2579629/sq/2579629.jpg?f=400x400,"A simple and lightweight flask with a one turn screw top. Transparent and sturdy, made from Ecozen® plastic (0.8 L).",This product is good math if you are looking for a product which resist better.,8797897,"*IN BOTTLE MH100 ECOZEN 0,8L ORANGE",HIKING TREK GEA,3,8798181,"BOTTLE MH500 ECOZEN 1,2L BLUE",HIKING TREK GEA,9,345404,345404,"Looking for a simple and reliable bottle for your hikes? Our designers have developed this great value water bottle with a screw cap that's easy to open. To meet your requirements, Quechua products are tested in the mountains in conditions you will encounter during your hikes. 
Our teams, as well as a tester panel (made up of partners, ambassadors and customers), test products throughout their development until they go to market. Advantages: Very sturdy, transparent. 0.8 litre. No alcohol, no fat matter, don't place in freezer or microwave. A simple and lightweight flask with a one turn screw top. Transparent and sturdy, made from Ecozen® plastic (0.8 L).  Wash and dry before storing away. Store with cap open. Store in a clean, dry place. ",345418,"A flask that opens quickly and easily with 1 hand,  with locking system. Transparent and sturdy, made from Ecozen® plastic (1.2 L).  No freezer or microwave. To meet your requirements, Quechua products are tested in the mountains in conditions you will encounter during your hikes. 
Our teams, as well as a tester panel (made up of partners, ambassadors and customers), test products throughout their development until they go to market. Advantages: Very sturdy, transparent, easy. 1.2 L Want to drink easily whilst hiking? Our designers have developed this large volume, lightweight water bottle with a quick cap. Wash and dry before storing away. Store with cap open. Store in a clean, dry place. ",Looking for a large volume flask? This one is quick to open with 1 hand.
901,3152,323937,https://contents.mediadecathlon.com/p2413293/sq/2413293.jpg?f=400x400,https://contents.mediadecathlon.com/p2042633/sq/2042633.jpg?f=400x400,"Very comfortable swimming goggles that perfectly fit the face, guaranteeing an excellent watertight seal.",This product is good math if you are looking for a product which resist better.,8356787,GOGGLES 100 XBASE L BLUE LINE BLUE,SWIMMING,7,8616684,GOGGLES 100 READY GREY,SWIMMING,2.5,3152,3152," The Nabaiji swimming goggles comply with the EPI regulation 2016/425.
Our products are tested and approved by independent laboratories.

Goggles intended for swimming at the surface. 2 adjustment areas: 1 at the back, 1 at the front. Tired of not being able to adjust your goggles?
They fit all faces with their patented adjustable nose bridge and simple strap adjustment for a good watertight seal. Our design teams have developed these goggles for beginner swimmers wanting to get into or back into swimming. Don’t touch the inside of the goggles (damages anti-fogging). After use, store the goggles in their case or plastic pouch. 
Important: Do not touch the inside of the lenses to avoid damaging the anti-fog treatment. occasional swimmers in pools or outdoors.",323937," Looking for a pair of goggles at a low price? 
This adjustable model enables you to see clearly under water and adjust the goggles to your head circumference. After use, ideally store your swimming goggles in a box.
Important: Do not touch the inside surface of the lenses to avoid damaging the anti-fog treatment Our design teams have developed these swimming goggles for beginner swimmers looking for adjustable goggles at a low price. One affordable size that fits all The Nabaiji swimming goggles comply with the EPI regulation 2016/425.
Our products are tested and approved by independent laboratories.

Goggles intended for swimming at the surface. Don’t touch the inside of the goggles (damages anti-fogging).",Looking for a pair of goggles at a low price? This adjustable model enables you to see clearly under water and adjust the goggles to your head circumference.
902,2451,300234,https://contents.mediadecathlon.com/p1052601/sq/1052601.jpg?f=400x400,https://contents.mediadecathlon.com/p2064958/sq/2064958.jpg?f=400x400,"These socks have a plush loop underfoot for greater comfort and perspiration absorption. Good hold thanks to the elasticated mid-foot.
Sold in packs of 3!",This product is good math if you are looking for a product which resist better.,8379841,RS 500 HIGH X3 DARK GREY,TENNIS,8,8395033,RS 160 HIGH X3 DARK GREY,TENNIS,6,2451,2451,"These sports socks have plush loop under the foot for improved comfort and perspiration absorption. Ventilation zone on top of the foot. Snug knit around the midfoot for support.
Sold in packs of 3 regular racket sports players (tennis, badminton, table tennis, squash, padel, etc.)   Thick, comfortable and durable!  Before being used on tennis courts, our socks are put through several tests: in the lab and on the court in real match conditions.
We carry out lab tests to check on: toxicology, UV resistance, resistance to wear, accelerated ageing and resistance to repeated washing.
 intermediate tennis players looking for socks that are comfortable, durable and stay up while playing.",300234,"Thin and robust!  Before being sold, our Artengo sports socks are tested in the lab and on the court.
Lab tests are carried out to verify the following aspects: toxicology, UV resistance, resistance to wear, accelerated ageing and resistance to repeated washing.
Field tests are performed to check our products in real-life playing conditions.  Designed for BEGINNER tennis players looking for comfortable socks designed for their sport. These cotton-rich sports socks stay put and are robust and comfortable. Perfect for starting to play tennis, but also suitable for other racket sports.
Sold in a pack of 3 pairs. None ","If you are a beginner tennis player, you may prefer these socks. They are thin and robust, and are designed for racket sports."
903,2392,300234,https://contents.mediadecathlon.com/p2263071/sq/2263071.jpg?f=400x400,https://contents.mediadecathlon.com/p2064958/sq/2064958.jpg?f=400x400,"These socks have a plush loop underfoot for added comfort and improved perspiration absorption. Good hold thanks to the elasticated mid-foot.
Sold in a 3-pair pack!",This product is good math if you are looking for a product which resist better.,8372788,ARTENGO RS800 MID X3 WHITE,TENNIS,8,8395033,RS 160 HIGH X3 DARK GREY,TENNIS,6,2392,2392,"  Artengo sports socks were subjected to tests in our laboratories and on the court to confirm their performance in all playing conditions. Thick and durable! These socks have a plush loop underfoot for added comfort and improved perspiration absorption. Good hold thanks to the elasticated mid-foot.
Sold in a 3-pair pack! intermediate tennis players looking for socks that are comfortable, durable and stay up while playing. regular players of racket sports (tennis, badminton, table tennis, squash, padel, etc.). ",300234,"Thin and robust!  Before being sold, our Artengo sports socks are tested in the lab and on the court.
Lab tests are carried out to verify the following aspects: toxicology, UV resistance, resistance to wear, accelerated ageing and resistance to repeated washing.
Field tests are performed to check our products in real-life playing conditions.  Designed for BEGINNER tennis players looking for comfortable socks designed for their sport. These cotton-rich sports socks stay put and are robust and comfortable. Perfect for starting to play tennis, but also suitable for other racket sports.
Sold in a pack of 3 pairs. None ","If you are a beginner tennis player looking for comfortable socks, you should consider this product instead."
904,300219,300234,https://contents.mediadecathlon.com/p1789911/sq/1789911.jpg?f=400x400,https://contents.mediadecathlon.com/p2064958/sq/2064958.jpg?f=400x400,"These cotton-rich socks are great for learning to play tennis.
Sold in a pack of 3 pairs.",This product is good math if you are looking for a product which resist better.,8488911,RS 100 HIGH X3 WHITE SD,TENNIS,na,8395033,RS 160 HIGH X3 DARK GREY,TENNIS,6,300219,300219,"None beginner tennis players looking for comfortable, durable socks for sport. These cotton-rich socks are great for learning to play tennis.
Sold in a pack of 3 pairs. Before being sold, our socks are tested in the lab and on the court.
Lab tests are carried out to validate the following elements: toxicology, UV resistance, resistance to wear, accelerated ageing and resistance to repeated washing.
Field tests are performed to validate our products in real playing conditions.   Ideal for starting to play tennis! ",300234,"Thin and robust!  Before being sold, our Artengo sports socks are tested in the lab and on the court.
Lab tests are carried out to verify the following aspects: toxicology, UV resistance, resistance to wear, accelerated ageing and resistance to repeated washing.
Field tests are performed to check our products in real-life playing conditions.  Designed for BEGINNER tennis players looking for comfortable socks designed for their sport. These cotton-rich sports socks stay put and are robust and comfortable. Perfect for starting to play tennis, but also suitable for other racket sports.
Sold in a pack of 3 pairs. None ",Thin and robust! Designed for beginner tennis players looking for comfortable socks designed for their sport.
905,304714,2400,https://contents.mediadecathlon.com/p2626771/sq/2626771.jpg?f=400x400,https://contents.mediadecathlon.com/p2204931/sq/2204931.jpg?f=400x400,"These cotton-rich sports socks stay put and are durable and comfortable. Perfect for starting to play tennis, but also suitable for other racket sports.
Sold in packs of 3.",This product is good math if you are looking for a product which resist better.,8522601,RS 160 LOWEDGE X3 WHITE,TENNIS,6,8380064,RS 500 LOWEDGE X3 BLACK,TENNIS,8,304714,304714,"These cotton-rich sports socks stay put and are durable and comfortable. Perfect for starting to play tennis, but also suitable for other racket sports.
Sold in packs of 3. Thin and durable!! None    beginner tennis players looking for comfortable, durable socks designed for their sport. These Artengo sports socks have been tested on the court by tennis players and other beginner racket sports players, and the overall durability of the product has been approved (after use and repeated washing).",2400,"These sports socks have plush loop under the foot for improved comfort and perspiration absorption. Ventilation zone on top of the foot. Snug knit around the midfoot for support.
Sold in packs of 3 None Thick and comfortable! Our Artengo sports socks were subjected to tests in our laboratories and on the court to confirm their performance in all playing conditions. INTERMEDIATE tennis players looking for socks that are comfortable, durable and stay up while playing.   ","If you are an intermediate tennis player, you may prefer these socks that are thick and comfortable with a snug knit around the midfoot for support."
906,300235,2400,https://contents.mediadecathlon.com/p1247808/sq/1247808.jpg?f=400x400,https://contents.mediadecathlon.com/p2204931/sq/2204931.jpg?f=400x400,"These cotton-rich sports socks stay put and are durable and comfortable. Perfect for starting to play tennis, but also suitable for other racket sports.
Sold in a pack of 3 pairs.",This product is good math if you are looking for a product which resist better.,8628774,*IN RS 160 MID X3 DARK GREY,TENNIS,6,8380064,RS 500 LOWEDGE X3 BLACK,TENNIS,8,300235,300235,"These cotton-rich sports socks stay put and are durable and comfortable. Perfect for starting to play tennis, but also suitable for other racket sports.
Sold in a pack of 3 pairs. These socks have been tested on the court by tennis players and other beginner racket sports players, and the overall durability of the product has been approved (after use and repeated washing). Thin and durable! None the beginner tennis player looking for comfortable, durable socks designed for their sport.   ",2400,"These sports socks have plush loop under the foot for improved comfort and perspiration absorption. Ventilation zone on top of the foot. Snug knit around the midfoot for support.
Sold in packs of 3 None Thick and comfortable! Our Artengo sports socks were subjected to tests in our laboratories and on the court to confirm their performance in all playing conditions. INTERMEDIATE tennis players looking for socks that are comfortable, durable and stay up while playing.   ","For a thicker and more comfortable fit, try these sports socks with plush loop under the foot for improved comfort and perspiration absorption."
907,324398,2400,https://contents.mediadecathlon.com/p2204929/sq/2204929.jpg?f=400x400,https://contents.mediadecathlon.com/p2204931/sq/2204931.jpg?f=400x400,"These cotton-rich sports socks stay put and are durable and comfortable. Perfect for starting to play tennis, but also suitable for other racket sports.
Sold in packs of 3.",This product is good math if you are looking for a product which resist better.,8581246,RS 160 LOW X3 BLACK BLACK GREY,TENNIS,6,8380064,RS 500 LOWEDGE X3 BLACK,TENNIS,8,324398,324398,"These Artengo sports socks have been tested on the court by tennis players and other beginner racket sports players, and the overall durability of the product has been approved (after use and repeated washing).  beginner tennis players looking for comfortable, durable and low-cut socks designed for their sport. None  These cotton-rich sports socks stay put and are durable and comfortable. Perfect for starting to play tennis, but also suitable for other racket sports.
Sold in packs of 3. Thin, durable and discreet in your shoes  ",2400,"These sports socks have plush loop under the foot for improved comfort and perspiration absorption. Ventilation zone on top of the foot. Snug knit around the midfoot for support.
Sold in packs of 3 None Thick and comfortable! Our Artengo sports socks were subjected to tests in our laboratories and on the court to confirm their performance in all playing conditions. INTERMEDIATE tennis players looking for socks that are comfortable, durable and stay up while playing.   ","For intermediate tennis players, these socks are thick and comfortable with a plush loop under the foot for improved comfort and perspiration absorption, and a snug knit around the midfoot for support."
908,301684,334382,https://contents.mediadecathlon.com/p1805363/sq/1805363.jpg?f=400x400,https://contents.mediadecathlon.com/p2583295/sq/2583295.jpg?f=400x400,Our motivation? To offer you a 10-litre backpack at an affordable price so you can carry essential items safely on all trails with gentle slopes.,This product is good math if you are looking for a product which resist better.,8502157,BACKPACK NH ARPENAZ 10L GREEN,HIKING TREK GEA,4,8649042,BACKPACK NH ESCAPE 100 17L RED,SPORTS ACCESSOR,na,301684,301684,"Store your backpack in a dry place. Our hiker designers have designed this NH Arpenaz 50 10-litre backpack to accompany your occasional hikes in the plains, forest or on the coast. Our motivation? To offer you a 10-litre backpack at an affordable price so you can carry essential items safely on all trails with gentle slopes. 10 L | Entry price | Eco-designed | Comfortable This bag was designed with the help of many customer reviews as well as the comments of hikers. It has been tested and approved by a panel of about 100 hikers hiking in the Haute-Savoie region.
In order to fulfil your requirements, Quechua products are tested in the countryside.
Our teams, as well as a panel of testers (made up of partners, ambassadors and customers), test the products throughout their development right up until they are marketed. It’s in France, at the foot of Mont Blanc, that our design team conceives, designs and creates Quechua products. 
We test them in the field with other hikers to make sure that they are comfortable and durable. This backpack has been tested and improved by hikers in different climatic conditions and different environments. Caution: non-waterproof components. Cover not provided. None",334382,"To meet your requirements, Quechua products are tested out in the heart of nature in the type of conditions you may encounter during your hikes. 
Our teams, as well as a tester panel (made up of partners, ambassadors and customers), test products throughout their development until they go to market. Our motivation? To offer you a comfortable, durable and affordable bag. These 2 compartments will let you organise your belongings for your daily life. It’s in France, at the foot of Mont Blanc, that our design team conceives, designs and creates Quechua products. 
We test them in the field with other hikers to make sure that they are comfortable and durable. Brittany, Corsica, Reunion Island, etc. We go to as many trails as possible, in all weather conditions. Great conditions for discussion, which is precious to gain your feedback and plan ahead for new products! Our hiker designers have designed this NH Escape 100 17-litre backpack for casual hiking and travel. 17 L|2 compartments|15"" laptop pocket|Eco-designed We recommend you store your backpack in a dry place out of direct sunlight. Caution: non-waterproof component. ","If you are looking for a larger backpack with more compartments, this product could be a better choice for you."
909,303213,302873,https://contents.mediadecathlon.com/p2594958/sq/2594958.jpg?f=400x400,https://contents.mediadecathlon.com/p2732110/sq/2732110.jpg?f=400x400,"Round collar, short sleeves, in super-soft pure cotton, this T-shirt is made just how you like it and is an excellent deal",This product is good math if you are looking for a product which resist better.,8572641,T-SHIRT GYM M 100 SPORTEE GREY,TRAINING OUTFIT,5,8603263,T-SHIRT 100 H BLUE,TRAINING OUTFIT,6,303213,303213,"You'll love:the great deal you're getting This product has undergone washing and drying tests to verify that it retains its shape and colour. These tests are regularly performed by an independent laboratory to ensure that our quality standards are always upheld. 
Our engineers also carry out tests with a user panel under real world conditions. This helps our product manager and design team create technical products that meet your expectations. With its straight cut, crew neck, and 150 g/m² weave, this 100% cotton short-sleeved T-shirt is absolutely a men's wardrobe essential.    Round collar, short sleeves, in super-soft pure cotton, this T-shirt is made just how you like it and is an excellent deal",302873,"Our design teams put their heart into designing this fitness T-shirt for your first workout...and every workout after!  This fitness T-shirt is an ultimate wardrobe basic! A simple design, soft feel and breathable fabric make it a must for your fitness outfits.   Breathable, ultra-soft fabric Washing and drying tests are regularly conducted in an external lab to check that your product maintains its shape and colour. The aim is to create a product you're sure to love.To guarantee that our quality standards are met so that we can offer a durable, long-lasting product!","For your first workout...and every workout after! This fitness T-shirt is an ultimate wardrobe basic! A simple design, soft feel and breathable fabric make it a must for your fitness outfits."
910,10874,149415,https://contents.mediadecathlon.com/p69117/sq/69117.jpg?f=400x400,https://contents.mediadecathlon.com/p697145/sq/697145.jpg?f=400x400,"Comfortable, light and chlorine resistant mesh swimming cap. Very easy to put on and take off, does not pull on hair.",This product is good math if you are looking for a product which resist better.,8388274,MESH   PURPLE***,SWIMMING,2,8361179,MESH SILICONE CAP SOLID PURPLE**,SWIMMING,6,10874,10874,"Our design teams developed this swim cap for swimmers looking for simple kit: easy to put on and take off. Swim caps are not leak-proof!  RECREATIONAL swimmers looking to protect their head.  ULTRA comfortable swimming cap! Store in a dry place Comfortable, light and chlorine resistant mesh swimming cap. Very easy to put on and take off, does not pull on hair.",149415," Our design teams developed this swimming cap for swimmers looking for a good compromise between being easy to put on and a secure fit. A compromise between mesh and silicone. Not fully watertight.  Comfortable and flexible silicone coated mesh swim cap. Easy to put on and take off, does not pull on hair and guaranteed good hold. Swimmers seeking a comfortable cap with good hold. ","If you want a swim cap that is comfortable and flexible, this silicone coated mesh swim cap is the right choice for you."
